Date Time,Tref_C,Stage on Staff (m),Calculated Stage (m),Discharge_m3s,,
6/27/2018 13:00,8.481, 0.416 , 0.371 , 4.456 ,,
6/27/2018 13:10,8.082, 0.415 , 0.371 , 4.451 ,,
6/27/2018 13:20,8.182, 0.413 , 0.369 , 4.390 ,,
6/27/2018 13:30,8.282, 0.413 , 0.368 , 4.379 ,,
6/27/2018 13:40,8.382, 0.410 , 0.366 , 4.308 ,,
6/27/2018 13:50,8.481, 0.413 , 0.369 , 4.393 ,,
6/27/2018 14:00,8.481, 0.409 , 0.365 , 4.291 ,,
6/27/2018 14:10,8.581, 0.412 , 0.368 , 4.365 ,,
6/27/2018 14:20,8.68, 0.410 , 0.366 , 4.316 ,,
6/27/2018 14:30,8.779, 0.411 , 0.366 , 4.327 ,,
6/27/2018 14:40,8.879, 0.411 , 0.367 , 4.341 ,,
6/27/2018 14:50,8.978, 0.409 , 0.364 , 4.270 ,,
6/27/2018 15:00,8.978, 0.412 , 0.367 , 4.357 ,,
6/27/2018 15:10,8.978, 0.412 , 0.367 , 4.349 ,,
6/27/2018 15:20,9.077, 0.412 , 0.368 , 4.371 ,,
6/27/2018 15:30,9.176, 0.411 , 0.366 , 4.330 ,,
6/27/2018 15:40,9.275, 0.411 , 0.367 , 4.336 ,,
6/27/2018 15:50,9.373, 0.414 , 0.369 , 4.410 ,,
6/27/2018 16:00,9.472, 0.413 , 0.368 , 4.380 ,,
6/27/2018 16:10,9.571, 0.412 , 0.367 , 4.355 ,,
6/27/2018 16:20,9.669, 0.411 , 0.366 , 4.330 ,,
6/27/2018 16:30,9.669, 0.412 , 0.368 , 4.361 ,,
6/27/2018 16:40,9.768, 0.411 , 0.367 , 4.339 ,,
6/27/2018 16:50,9.768, 0.412 , 0.367 , 4.355 ,,
6/27/2018 17:00,9.768, 0.412 , 0.368 , 4.372 ,,
6/27/2018 17:10,9.768, 0.414 , 0.369 , 4.407 ,,
6/27/2018 17:20,9.768, 0.415 , 0.371 , 4.455 ,,
6/27/2018 17:30,9.669, 0.413 , 0.369 , 4.391 ,,
6/27/2018 17:40,9.669, 0.411 , 0.367 , 4.344 ,,
6/27/2018 17:50,9.669, 0.413 , 0.368 , 4.377 ,,
6/27/2018 18:00,9.571, 0.411 , 0.366 , 4.328 ,,
6/27/2018 18:10,9.571, 0.411 , 0.367 , 4.336 ,,
6/27/2018 18:20,9.571, 0.411 , 0.366 , 4.322 ,,
6/27/2018 18:30,9.571, 0.412 , 0.368 , 4.363 ,,
6/27/2018 18:40,9.571, 0.410 , 0.365 , 4.298 ,,
6/27/2018 18:50,9.571, 0.409 , 0.365 , 4.287 ,,
6/27/2018 19:00,9.571, 0.409 , 0.365 , 4.292 ,,
6/27/2018 19:10,9.571, 0.411 , 0.367 , 4.333 ,,
6/27/2018 19:20,9.669, 0.412 , 0.368 , 4.363 ,,
6/27/2018 19:30,9.669, 0.411 , 0.367 , 4.347 ,,
6/27/2018 19:40,9.768, 0.412 , 0.368 , 4.366 ,,
6/27/2018 19:50,9.768, 0.416 , 0.371 , 4.463 ,,
6/27/2018 20:00,9.866, 0.415 , 0.371 , 4.446 ,,
6/27/2018 20:10,9.866, 0.412 , 0.368 , 4.369 ,,
6/27/2018 20:20,9.768, 0.416 , 0.372 , 4.469 ,,
6/27/2018 20:30,9.768, 0.420 , 0.375 , 4.567 ,,
6/27/2018 20:40,9.768, 0.419 , 0.375 , 4.558 ,,
6/27/2018 20:50,9.768, 0.420 , 0.376 , 4.592 ,,
6/27/2018 21:00,9.768, 0.422 , 0.378 , 4.632 ,,
6/27/2018 21:10,9.669, 0.423 , 0.378 , 4.658 ,,
6/27/2018 21:20,9.669, 0.422 , 0.378 , 4.643 ,,
6/27/2018 21:30,9.571, 0.424 , 0.379 , 4.683 ,,
6/27/2018 21:40,9.571, 0.423 , 0.378 , 4.658 ,,
6/27/2018 21:50,9.472, 0.424 , 0.380 , 4.695 ,,
6/27/2018 22:00,9.472, 0.425 , 0.381 , 4.723 ,,
6/27/2018 22:10,9.373, 0.428 , 0.384 , 4.813 ,,
6/27/2018 22:20,9.275, 0.427 , 0.383 , 4.790 ,,
6/27/2018 22:30,9.275, 0.426 , 0.381 , 4.741 ,,
6/27/2018 22:40,9.176, 0.427 , 0.382 , 4.764 ,,
6/27/2018 22:50,9.077, 0.429 , 0.385 , 4.842 ,,
6/27/2018 23:00,9.077, 0.431 , 0.386 , 4.883 ,,
6/27/2018 23:10,8.978, 0.429 , 0.385 , 4.836 ,,
6/27/2018 23:20,8.879, 0.430 , 0.386 , 4.868 ,,
6/27/2018 23:30,8.879, 0.427 , 0.383 , 4.790 ,,
6/27/2018 23:40,8.779, 0.430 , 0.385 , 4.851 ,,
6/27/2018 23:50,8.68, 0.430 , 0.386 , 4.859 ,,
6/28/2018 0:00,8.68, 0.430 , 0.386 , 4.865 ,,
6/28/2018 0:10,8.581, 0.429 , 0.385 , 4.836 ,,
6/28/2018 0:20,8.481, 0.430 , 0.386 , 4.865 ,,
6/28/2018 0:30,8.481, 0.430 , 0.386 , 4.862 ,,
6/28/2018 0:40,8.382, 0.432 , 0.387 , 4.915 ,,
6/28/2018 0:50,8.382, 0.431 , 0.387 , 4.903 ,,
6/28/2018 1:00,8.282, 0.435 , 0.390 , 5.001 ,,
6/28/2018 1:10,8.182, 0.433 , 0.389 , 4.956 ,,
6/28/2018 1:20,8.182, 0.433 , 0.388 , 4.945 ,,
6/28/2018 1:30,8.082, 0.431 , 0.386 , 4.880 ,,
6/28/2018 1:40,7.983, 0.430 , 0.386 , 4.877 ,,
6/28/2018 1:50,7.983, 0.432 , 0.387 , 4.915 ,,
6/28/2018 2:00,7.882, 0.431 , 0.386 , 4.882 ,,
6/28/2018 2:10,7.782, 0.430 , 0.386 , 4.859 ,,
6/28/2018 2:20,7.782, 0.428 , 0.383 , 4.800 ,,
6/28/2018 2:30,7.682, 0.427 , 0.382 , 4.771 ,,
6/28/2018 2:40,7.582, 0.429 , 0.385 , 4.835 ,,
6/28/2018 2:50,7.481, 0.426 , 0.382 , 4.757 ,,
6/28/2018 3:00,7.481, 0.429 , 0.385 , 4.847 ,,
6/28/2018 3:10,7.381, 0.430 , 0.386 , 4.867 ,,
6/28/2018 3:20,7.28, 0.430 , 0.385 , 4.850 ,,
6/28/2018 3:30,7.179, 0.425 , 0.381 , 4.728 ,,
6/28/2018 3:40,7.179, 0.427 , 0.382 , 4.771 ,,
6/28/2018 3:50,7.079, 0.428 , 0.383 , 4.797 ,,
6/28/2018 4:00,7.079, 0.428 , 0.384 , 4.812 ,,
6/28/2018 4:10,6.978, 0.427 , 0.382 , 4.771 ,,
6/28/2018 4:20,6.877, 0.426 , 0.382 , 4.759 ,,
6/28/2018 4:30,6.877, 0.426 , 0.382 , 4.759 ,,
6/28/2018 4:40,6.775, 0.424 , 0.380 , 4.704 ,,
6/28/2018 4:50,6.775, 0.423 , 0.379 , 4.676 ,,
6/28/2018 5:00,6.674, 0.423 , 0.379 , 4.664 ,,
6/28/2018 5:10,6.674, 0.424 , 0.379 , 4.684 ,,
6/28/2018 5:20,6.674, 0.423 , 0.379 , 4.676 ,,
6/28/2018 5:30,6.573, 0.421 , 0.377 , 4.619 ,,
6/28/2018 5:40,6.573, 0.422 , 0.378 , 4.636 ,,
6/28/2018 5:50,6.573, 0.421 , 0.377 , 4.613 ,,
6/28/2018 6:00,6.471, 0.423 , 0.378 , 4.650 ,,
6/28/2018 6:10,6.471, 0.420 , 0.376 , 4.593 ,,
6/28/2018 6:20,6.471, 0.418 , 0.374 , 4.534 ,,
6/28/2018 6:30,6.37, 0.420 , 0.376 , 4.584 ,,
6/28/2018 6:40,6.37, 0.421 , 0.376 , 4.599 ,,
6/28/2018 6:50,6.37, 0.420 , 0.375 , 4.576 ,,
6/28/2018 7:00,6.37, 0.418 , 0.374 , 4.534 ,,
6/28/2018 7:10,6.37, 0.419 , 0.375 , 4.565 ,,
6/28/2018 7:20,6.37, 0.418 , 0.373 , 4.514 ,,
6/28/2018 7:30,6.37, 0.418 , 0.373 , 4.517 ,,
6/28/2018 7:40,6.471, 0.418 , 0.374 , 4.534 ,,
6/28/2018 7:50,6.471, 0.419 , 0.374 , 4.542 ,,
6/28/2018 8:00,6.471, 0.417 , 0.372 , 4.486 ,,
6/28/2018 8:10,6.471, 0.419 , 0.374 , 4.542 ,,
6/28/2018 8:20,6.471, 0.415 , 0.371 , 4.455 ,,
6/28/2018 8:30,6.573, 0.414 , 0.370 , 4.422 ,,
6/28/2018 8:40,6.573, 0.415 , 0.370 , 4.436 ,,
6/28/2018 8:50,6.674, 0.415 , 0.371 , 4.453 ,,
6/28/2018 9:00,6.674, 0.413 , 0.369 , 4.400 ,,
6/28/2018 9:10,6.674, 0.415 , 0.371 , 4.455 ,,
6/28/2018 9:20,6.674, 0.416 , 0.372 , 4.469 ,,
6/28/2018 9:30,6.674, 0.415 , 0.371 , 4.447 ,,
6/28/2018 9:40,6.775, 0.417 , 0.373 , 4.503 ,,
6/28/2018 9:50,6.775, 0.415 , 0.371 , 4.455 ,,
6/28/2018 10:00,6.877, 0.416 , 0.371 , 4.464 ,,
6/28/2018 10:10,6.877, 0.415 , 0.370 , 4.431 ,,
6/28/2018 10:20,6.978, 0.414 , 0.369 , 4.406 ,,
6/28/2018 10:30,7.079, 0.414 , 0.370 , 4.414 ,,
6/28/2018 10:40,7.079, 0.413 , 0.368 , 4.375 ,,
6/28/2018 10:50,7.179, 0.413 , 0.369 , 4.389 ,,
6/28/2018 11:00,7.381, 0.415 , 0.370 , 4.431 ,,
6/28/2018 11:10,7.481, 0.412 , 0.367 , 4.351 ,,
6/28/2018 11:20,7.682, 0.412 , 0.368 , 4.362 ,,
6/28/2018 11:30,7.782, 0.412 , 0.368 , 4.362 ,,
6/28/2018 11:40,7.882, 0.412 , 0.368 , 4.362 ,,
6/28/2018 11:50,8.082, 0.410 , 0.366 , 4.310 ,,
6/28/2018 12:00,8.182, 0.409 , 0.365 , 4.283 ,,
6/28/2018 12:10,8.282, 0.412 , 0.367 , 4.351 ,,
6/28/2018 12:20,8.382, 0.408 , 0.364 , 4.267 ,,
6/28/2018 12:30,8.581, 0.408 , 0.363 , 4.248 ,,
6/28/2018 12:40,8.68, 0.410 , 0.365 , 4.302 ,,
6/28/2018 12:50,8.779, 0.409 , 0.364 , 4.273 ,,
6/28/2018 13:00,8.978, 0.411 , 0.367 , 4.344 ,,
6/28/2018 13:10,9.077, 0.409 , 0.365 , 4.289 ,,
6/28/2018 13:20,9.275, 0.408 , 0.364 , 4.265 ,,
6/28/2018 13:30,9.373, 0.411 , 0.367 , 4.336 ,,
6/28/2018 13:40,9.472, 0.412 , 0.367 , 4.355 ,,
6/28/2018 13:50,9.472, 0.410 , 0.366 , 4.319 ,,
6/28/2018 14:00,9.669, 0.412 , 0.367 , 4.350 ,,
6/28/2018 14:10,9.768, 0.410 , 0.366 , 4.306 ,,
6/28/2018 14:20,9.768, 0.409 , 0.365 , 4.279 ,,
6/28/2018 14:30,9.866, 0.410 , 0.366 , 4.306 ,,
6/28/2018 14:40,9.866, 0.411 , 0.367 , 4.344 ,,
6/28/2018 14:50,9.965, 0.411 , 0.366 , 4.331 ,,
6/28/2018 15:00,9.965, 0.409 , 0.364 , 4.268 ,,
6/28/2018 15:10,10.063, 0.408 , 0.363 , 4.246 ,,
6/28/2018 15:20,10.161, 0.408 , 0.364 , 4.252 ,,
6/28/2018 15:30,10.161, 0.407 , 0.362 , 4.222 ,,
6/28/2018 15:40,10.161, 0.407 , 0.363 , 4.225 ,,
6/28/2018 15:50,10.161, 0.408 , 0.364 , 4.266 ,,
6/28/2018 16:00,10.161, 0.408 , 0.363 , 4.249 ,,
6/28/2018 16:10,10.161, 0.408 , 0.363 , 4.249 ,,
6/28/2018 16:20,10.161, 0.408 , 0.364 , 4.252 ,,
6/28/2018 16:30,10.259, 0.406 , 0.362 , 4.201 ,,
6/28/2018 16:40,10.357, 0.407 , 0.363 , 4.239 ,,
6/28/2018 16:50,10.455, 0.406 , 0.362 , 4.204 ,,
6/28/2018 17:00,10.455, 0.406 , 0.362 , 4.212 ,,
6/28/2018 17:10,10.553, 0.407 , 0.363 , 4.239 ,,
6/28/2018 17:20,10.553, 0.406 , 0.362 , 4.204 ,,
6/28/2018 17:30,10.553, 0.407 , 0.362 , 4.223 ,,
6/28/2018 17:40,10.553, 0.407 , 0.362 , 4.220 ,,
6/28/2018 17:50,10.651, 0.409 , 0.365 , 4.288 ,,
6/28/2018 18:00,10.651, 0.407 , 0.363 , 4.225 ,,
6/28/2018 18:10,10.651, 0.407 , 0.362 , 4.217 ,,
6/28/2018 18:20,10.748, 0.406 , 0.362 , 4.209 ,,
6/28/2018 18:30,10.748, 0.408 , 0.364 , 4.255 ,,
6/28/2018 18:40,10.651, 0.408 , 0.363 , 4.242 ,,
6/28/2018 18:50,10.651, 0.406 , 0.362 , 4.209 ,,
6/28/2018 19:00,10.748, 0.407 , 0.362 , 4.223 ,,
6/28/2018 19:10,10.748, 0.407 , 0.362 , 4.215 ,,
6/28/2018 19:20,10.748, 0.406 , 0.361 , 4.191 ,,
6/28/2018 19:30,10.748, 0.406 , 0.361 , 4.191 ,,
6/28/2018 19:40,10.846, 0.408 , 0.364 , 4.253 ,,
6/28/2018 19:50,10.748, 0.408 , 0.364 , 4.253 ,,
6/28/2018 20:00,10.748, 0.409 , 0.364 , 4.274 ,,
6/28/2018 20:10,10.748, 0.408 , 0.363 , 4.247 ,,
6/28/2018 20:20,10.651, 0.406 , 0.362 , 4.212 ,,
6/28/2018 20:30,10.651, 0.409 , 0.365 , 4.282 ,,
6/28/2018 20:40,10.553, 0.409 , 0.365 , 4.279 ,,
6/28/2018 20:50,10.553, 0.410 , 0.366 , 4.307 ,,
6/28/2018 21:00,10.455, 0.409 , 0.364 , 4.271 ,,
6/28/2018 21:10,10.357, 0.409 , 0.365 , 4.279 ,,
6/28/2018 21:20,10.357, 0.410 , 0.365 , 4.301 ,,
6/28/2018 21:30,10.259, 0.408 , 0.364 , 4.260 ,,
6/28/2018 21:40,10.259, 0.407 , 0.362 , 4.222 ,,
6/28/2018 21:50,10.161, 0.409 , 0.365 , 4.287 ,,
6/28/2018 22:00,10.063, 0.408 , 0.363 , 4.249 ,,
6/28/2018 22:10,10.063, 0.409 , 0.365 , 4.279 ,,
6/28/2018 22:20,9.965, 0.407 , 0.362 , 4.217 ,,
6/28/2018 22:30,9.866, 0.410 , 0.365 , 4.298 ,,
6/28/2018 22:40,9.866, 0.409 , 0.365 , 4.290 ,,
6/28/2018 22:50,9.768, 0.411 , 0.366 , 4.328 ,,
6/28/2018 23:00,9.768, 0.407 , 0.363 , 4.235 ,,
6/28/2018 23:10,9.669, 0.405 , 0.361 , 4.187 ,,
6/28/2018 23:20,9.571, 0.407 , 0.363 , 4.235 ,,
6/28/2018 23:30,9.472, 0.408 , 0.364 , 4.265 ,,
6/28/2018 23:40,9.373, 0.408 , 0.363 , 4.246 ,,
6/28/2018 23:50,9.373, 0.405 , 0.360 , 4.165 ,,
6/29/2018 0:00,9.275, 0.406 , 0.362 , 4.205 ,,
6/29/2018 0:10,9.176, 0.406 , 0.362 , 4.205 ,,
6/29/2018 0:20,9.077, 0.406 , 0.362 , 4.208 ,,
6/29/2018 0:30,8.978, 0.405 , 0.361 , 4.173 ,,
6/29/2018 0:40,8.879, 0.407 , 0.362 , 4.224 ,,
6/29/2018 0:50,8.779, 0.404 , 0.359 , 4.144 ,,
6/29/2018 1:00,8.68, 0.406 , 0.361 , 4.194 ,,
6/29/2018 1:10,8.68, 0.403 , 0.359 , 4.130 ,,
6/29/2018 1:20,8.581, 0.404 , 0.359 , 4.141 ,,
6/29/2018 1:30,8.481, 0.404 , 0.360 , 4.154 ,,
6/29/2018 1:40,8.382, 0.405 , 0.360 , 4.170 ,,
6/29/2018 1:50,8.282, 0.403 , 0.358 , 4.114 ,,
6/29/2018 2:00,8.282, 0.406 , 0.362 , 4.205 ,,
6/29/2018 2:10,8.182, 0.405 , 0.360 , 4.165 ,,
6/29/2018 2:20,8.082, 0.402 , 0.358 , 4.101 ,,
6/29/2018 2:30,7.983, 0.403 , 0.359 , 4.130 ,,
6/29/2018 2:40,7.882, 0.403 , 0.359 , 4.135 ,,
6/29/2018 2:50,7.782, 0.404 , 0.360 , 4.151 ,,
6/29/2018 3:00,7.682, 0.399 , 0.355 , 4.024 ,,
6/29/2018 3:10,7.582, 0.400 , 0.356 , 4.058 ,,
6/29/2018 3:20,7.481, 0.402 , 0.358 , 4.095 ,,
6/29/2018 3:30,7.381, 0.402 , 0.358 , 4.098 ,,
6/29/2018 3:40,7.381, 0.399 , 0.354 , 4.008 ,,
6/29/2018 3:50,7.28, 0.398 , 0.354 , 3.995 ,,
6/29/2018 4:00,7.179, 0.395 , 0.351 , 3.918 ,,
6/29/2018 4:10,7.079, 0.399 , 0.355 , 4.024 ,,
6/29/2018 4:20,6.978, 0.397 , 0.353 , 3.974 ,,
6/29/2018 4:30,6.877, 0.397 , 0.352 , 3.956 ,,
6/29/2018 4:40,6.877, 0.396 , 0.352 , 3.941 ,,
6/29/2018 4:50,6.775, 0.395 , 0.350 , 3.907 ,,
6/29/2018 5:00,6.775, 0.394 , 0.350 , 3.894 ,,
6/29/2018 5:10,6.674, 0.393 , 0.349 , 3.866 ,,
6/29/2018 5:20,6.573, 0.393 , 0.349 , 3.866 ,,
6/29/2018 5:30,6.573, 0.392 , 0.347 , 3.830 ,,
6/29/2018 5:40,6.471, 0.393 , 0.348 , 3.856 ,,
6/29/2018 5:50,6.471, 0.394 , 0.350 , 3.897 ,,
6/29/2018 6:00,6.37, 0.393 , 0.349 , 3.866 ,,
6/29/2018 6:10,6.37, 0.392 , 0.348 , 3.851 ,,
6/29/2018 6:20,6.37, 0.391 , 0.347 , 3.825 ,,
6/29/2018 6:30,6.268, 0.390 , 0.346 , 3.805 ,,
6/29/2018 6:40,6.268, 0.390 , 0.345 , 3.782 ,,
6/29/2018 6:50,6.268, 0.390 , 0.345 , 3.787 ,,
6/29/2018 7:00,6.268, 0.389 , 0.345 , 3.777 ,,
6/29/2018 7:10,6.268, 0.390 , 0.346 , 3.792 ,,
6/29/2018 7:20,6.268, 0.388 , 0.344 , 3.755 ,,
6/29/2018 7:30,6.268, 0.389 , 0.344 , 3.760 ,,
6/29/2018 7:40,6.268, 0.390 , 0.345 , 3.782 ,,
6/29/2018 7:50,6.37, 0.389 , 0.344 , 3.762 ,,
6/29/2018 8:00,6.37, 0.387 , 0.342 , 3.712 ,,
6/29/2018 8:10,6.37, 0.388 , 0.344 , 3.755 ,,
6/29/2018 8:20,6.471, 0.386 , 0.342 , 3.702 ,,
6/29/2018 8:30,6.471, 0.386 , 0.342 , 3.702 ,,
6/29/2018 8:40,6.573, 0.388 , 0.344 , 3.745 ,,
6/29/2018 8:50,6.573, 0.387 , 0.343 , 3.725 ,,
6/29/2018 9:00,6.573, 0.384 , 0.340 , 3.658 ,,
6/29/2018 9:10,6.674, 0.386 , 0.342 , 3.692 ,,
6/29/2018 9:20,6.674, 0.387 , 0.343 , 3.730 ,,
6/29/2018 9:30,6.775, 0.384 , 0.340 , 3.655 ,,
6/29/2018 9:40,6.877, 0.384 , 0.339 , 3.638 ,,
6/29/2018 9:50,6.978, 0.384 , 0.340 , 3.655 ,,
6/29/2018 10:00,7.079, 0.385 , 0.340 , 3.660 ,,
6/29/2018 10:10,7.179, 0.383 , 0.338 , 3.614 ,,
6/29/2018 10:20,7.28, 0.384 , 0.339 , 3.638 ,,
6/29/2018 10:30,7.381, 0.382 , 0.338 , 3.604 ,,
6/29/2018 10:40,7.481, 0.382 , 0.338 , 3.602 ,,
6/29/2018 10:50,7.582, 0.383 , 0.338 , 3.616 ,,
6/29/2018 11:00,7.682, 0.381 , 0.337 , 3.575 ,,
6/29/2018 11:10,7.882, 0.381 , 0.337 , 3.580 ,,
6/29/2018 11:20,7.983, 0.382 , 0.337 , 3.594 ,,
6/29/2018 11:30,8.082, 0.381 , 0.337 , 3.585 ,,
6/29/2018 11:40,8.182, 0.381 , 0.337 , 3.575 ,,
6/29/2018 11:50,8.282, 0.381 , 0.337 , 3.573 ,,
6/29/2018 12:00,8.481, 0.381 , 0.336 , 3.570 ,,
6/29/2018 12:10,8.581, 0.380 , 0.335 , 3.539 ,,
6/29/2018 12:20,8.68, 0.381 , 0.337 , 3.575 ,,
6/29/2018 12:30,8.779, 0.380 , 0.336 , 3.558 ,,
6/29/2018 12:40,8.879, 0.380 , 0.335 , 3.546 ,,
6/29/2018 12:50,9.077, 0.379 , 0.334 , 3.520 ,,
6/29/2018 13:00,9.176, 0.378 , 0.333 , 3.498 ,,
6/29/2018 13:10,9.275, 0.376 , 0.332 , 3.458 ,,
6/29/2018 13:20,9.373, 0.378 , 0.334 , 3.508 ,,
6/29/2018 13:30,9.472, 0.376 , 0.332 , 3.467 ,,
6/29/2018 13:40,9.669, 0.376 , 0.332 , 3.465 ,,
6/29/2018 13:50,9.768, 0.376 , 0.332 , 3.456 ,,
6/29/2018 14:00,9.866, 0.377 , 0.333 , 3.477 ,,
6/29/2018 14:10,9.965, 0.377 , 0.333 , 3.477 ,,
6/29/2018 14:20,10.161, 0.378 , 0.334 , 3.504 ,,
6/29/2018 14:30,10.259, 0.375 , 0.331 , 3.442 ,,
6/29/2018 14:40,10.357, 0.376 , 0.332 , 3.456 ,,
6/29/2018 14:50,10.455, 0.375 , 0.331 , 3.439 ,,
6/29/2018 15:00,10.553, 0.375 , 0.331 , 3.430 ,,
6/29/2018 15:10,10.651, 0.373 , 0.329 , 3.390 ,,
6/29/2018 15:20,10.748, 0.374 , 0.330 , 3.421 ,,
6/29/2018 15:30,10.944, 0.375 , 0.330 , 3.423 ,,
6/29/2018 15:40,10.944, 0.376 , 0.331 , 3.452 ,,
6/29/2018 15:50,11.041, 0.375 , 0.331 , 3.442 ,,
6/29/2018 16:00,11.139, 0.373 , 0.328 , 3.381 ,,
6/29/2018 16:10,11.334, 0.374 , 0.330 , 3.419 ,,
6/29/2018 16:20,11.431, 0.374 , 0.329 , 3.402 ,,
6/29/2018 16:30,11.431, 0.373 , 0.329 , 3.386 ,,
6/29/2018 16:40,11.528, 0.374 , 0.330 , 3.414 ,,
6/29/2018 16:50,11.625, 0.374 , 0.329 , 3.405 ,,
6/29/2018 17:00,11.722, 0.372 , 0.327 , 3.353 ,,
6/29/2018 17:10,11.819, 0.372 , 0.328 , 3.370 ,,
6/29/2018 17:20,11.916, 0.372 , 0.328 , 3.363 ,,
6/29/2018 17:30,11.916, 0.372 , 0.327 , 3.353 ,,
6/29/2018 17:40,12.013, 0.374 , 0.329 , 3.400 ,,
6/29/2018 17:50,12.11, 0.373 , 0.329 , 3.384 ,,
6/29/2018 18:00,12.11, 0.373 , 0.328 , 3.377 ,,
6/29/2018 18:10,12.11, 0.371 , 0.326 , 3.332 ,,
6/29/2018 18:20,12.207, 0.370 , 0.325 , 3.314 ,,
6/29/2018 18:30,12.207, 0.370 , 0.325 , 3.307 ,,
6/29/2018 18:40,12.207, 0.372 , 0.328 , 3.372 ,,
6/29/2018 18:50,12.304, 0.372 , 0.327 , 3.356 ,,
6/29/2018 19:00,12.304, 0.372 , 0.327 , 3.356 ,,
6/29/2018 19:10,12.304, 0.370 , 0.326 , 3.318 ,,
6/29/2018 19:20,12.304, 0.371 , 0.327 , 3.351 ,,
6/29/2018 19:30,12.304, 0.371 , 0.327 , 3.351 ,,
6/29/2018 19:40,12.304, 0.373 , 0.328 , 3.377 ,,
6/29/2018 19:50,12.304, 0.370 , 0.326 , 3.325 ,,
6/29/2018 20:00,12.207, 0.370 , 0.326 , 3.321 ,,
6/29/2018 20:10,12.207, 0.373 , 0.328 , 3.377 ,,
6/29/2018 20:20,12.207, 0.370 , 0.326 , 3.328 ,,
6/29/2018 20:30,12.207, 0.371 , 0.327 , 3.342 ,,
6/29/2018 20:40,12.207, 0.373 , 0.329 , 3.391 ,,
6/29/2018 20:50,12.11, 0.373 , 0.329 , 3.398 ,,
6/29/2018 21:00,12.11, 0.373 , 0.329 , 3.384 ,,
6/29/2018 21:10,12.11, 0.374 , 0.330 , 3.410 ,,
6/29/2018 21:20,12.11, 0.375 , 0.331 , 3.438 ,,
6/29/2018 21:30,12.013, 0.373 , 0.329 , 3.391 ,,
6/29/2018 21:40,12.013, 0.373 , 0.328 , 3.381 ,,
6/29/2018 21:50,11.916, 0.375 , 0.331 , 3.441 ,,
6/29/2018 22:00,11.819, 0.375 , 0.331 , 3.440 ,,
6/29/2018 22:10,11.819, 0.374 , 0.329 , 3.400 ,,
6/29/2018 22:20,11.722, 0.378 , 0.334 , 3.505 ,,
6/29/2018 22:30,11.625, 0.376 , 0.331 , 3.452 ,,
6/29/2018 22:40,11.528, 0.376 , 0.331 , 3.445 ,,
6/29/2018 22:50,11.431, 0.378 , 0.333 , 3.500 ,,
6/29/2018 23:00,11.334, 0.376 , 0.331 , 3.450 ,,
6/29/2018 23:10,11.236, 0.379 , 0.335 , 3.536 ,,
6/29/2018 23:20,11.041, 0.376 , 0.331 , 3.449 ,,
6/29/2018 23:30,10.944, 0.379 , 0.334 , 3.521 ,,
6/29/2018 23:40,10.846, 0.375 , 0.331 , 3.444 ,,
6/29/2018 23:50,10.748, 0.378 , 0.333 , 3.492 ,,
6/30/2018 0:00,10.651, 0.379 , 0.335 , 3.535 ,,
6/30/2018 0:10,10.553, 0.379 , 0.334 , 3.518 ,,
6/30/2018 0:20,10.455, 0.379 , 0.335 , 3.530 ,,
6/30/2018 0:30,10.357, 0.381 , 0.337 , 3.574 ,,
6/30/2018 0:40,10.259, 0.383 , 0.338 , 3.613 ,,
6/30/2018 0:50,10.161, 0.383 , 0.338 , 3.615 ,,
6/30/2018 1:00,10.063, 0.379 , 0.335 , 3.535 ,,
6/30/2018 1:10,9.965, 0.379 , 0.335 , 3.537 ,,
6/30/2018 1:20,9.866, 0.381 , 0.336 , 3.566 ,,
6/30/2018 1:30,9.768, 0.379 , 0.335 , 3.535 ,,
6/30/2018 1:40,9.669, 0.376 , 0.332 , 3.463 ,,
6/30/2018 1:50,9.472, 0.378 , 0.334 , 3.503 ,,
6/30/2018 2:00,9.373, 0.380 , 0.336 , 3.551 ,,
6/30/2018 2:10,9.275, 0.378 , 0.334 , 3.510 ,,
6/30/2018 2:20,9.176, 0.378 , 0.333 , 3.498 ,,
6/30/2018 2:30,8.978, 0.376 , 0.331 , 3.450 ,,
6/30/2018 2:40,8.879, 0.375 , 0.331 , 3.438 ,,
6/30/2018 2:50,8.779, 0.377 , 0.333 , 3.491 ,,
6/30/2018 3:00,8.68, 0.378 , 0.334 , 3.500 ,,
6/30/2018 3:10,8.581, 0.375 , 0.331 , 3.438 ,,
6/30/2018 3:20,8.382, 0.378 , 0.333 , 3.495 ,,
6/30/2018 3:30,8.282, 0.374 , 0.329 , 3.402 ,,
6/30/2018 3:40,8.182, 0.375 , 0.330 , 3.428 ,,
6/30/2018 3:50,8.082, 0.374 , 0.330 , 3.412 ,,
6/30/2018 4:00,7.983, 0.375 , 0.330 , 3.428 ,,
6/30/2018 4:10,7.882, 0.372 , 0.328 , 3.367 ,,
6/30/2018 4:20,7.782, 0.373 , 0.328 , 3.379 ,,
6/30/2018 4:30,7.782, 0.373 , 0.329 , 3.393 ,,
6/30/2018 4:40,7.682, 0.375 , 0.331 , 3.435 ,,
6/30/2018 4:50,7.582, 0.374 , 0.330 , 3.416 ,,
6/30/2018 5:00,7.481, 0.371 , 0.326 , 3.329 ,,
6/30/2018 5:10,7.381, 0.371 , 0.326 , 3.332 ,,
6/30/2018 5:20,7.381, 0.372 , 0.327 , 3.357 ,,
