Date Time,Tref_C,Stage on Staff (m),Calculated Stage (m),Discharge_m3s,,
7/12/2018 0:40,8.182, 0.258 , 0.213 , 1.321 ,,
7/12/2018 0:50,8.082, 0.258 , 0.214 , 1.326 ,,
7/12/2018 1:00,8.082, 0.258 , 0.214 , 1.329 ,,
7/12/2018 1:10,7.983, 0.256 , 0.211 , 1.295 ,,
7/12/2018 1:20,7.882, 0.256 , 0.212 , 1.301 ,,
7/12/2018 1:30,7.882, 0.255 , 0.211 , 1.291 ,,
7/12/2018 1:40,7.782, 0.257 , 0.213 , 1.317 ,,
7/12/2018 1:50,7.782, 0.255 , 0.211 , 1.292 ,,
7/12/2018 2:00,7.682, 0.255 , 0.210 , 1.284 ,,
7/12/2018 2:10,7.682, 0.256 , 0.212 , 1.300 ,,
7/12/2018 2:20,7.582, 0.255 , 0.211 , 1.291 ,,
7/12/2018 2:30,7.582, 0.256 , 0.211 , 1.296 ,,
7/12/2018 2:40,7.582, 0.255 , 0.211 , 1.288 ,,
7/12/2018 2:50,7.481, 0.254 , 0.210 , 1.275 ,,
7/12/2018 3:00,7.481, 0.254 , 0.209 , 1.268 ,,
7/12/2018 3:10,7.481, 0.254 , 0.210 , 1.279 ,,
7/12/2018 3:20,7.381, 0.254 , 0.209 , 1.268 ,,
7/12/2018 3:30,7.381, 0.255 , 0.210 , 1.281 ,,
7/12/2018 3:40,7.381, 0.253 , 0.208 , 1.259 ,,
7/12/2018 3:50,7.28, 0.252 , 0.208 , 1.253 ,,
7/12/2018 4:00,7.28, 0.255 , 0.210 , 1.281 ,,
7/12/2018 4:10,7.28, 0.253 , 0.208 , 1.259 ,,
7/12/2018 4:20,7.28, 0.255 , 0.211 , 1.288 ,,
7/12/2018 4:30,7.179, 0.252 , 0.208 , 1.250 ,,
7/12/2018 4:40,7.179, 0.252 , 0.208 , 1.249 ,,
7/12/2018 4:50,7.179, 0.255 , 0.211 , 1.287 ,,
7/12/2018 5:00,7.179, 0.253 , 0.209 , 1.267 ,,
7/12/2018 5:10,7.079, 0.253 , 0.209 , 1.261 ,,
7/12/2018 5:20,7.079, 0.252 , 0.208 , 1.254 ,,
7/12/2018 5:30,7.079, 0.253 , 0.208 , 1.259 ,,
7/12/2018 5:40,7.079, 0.252 , 0.208 , 1.249 ,,
7/12/2018 5:50,7.079, 0.251 , 0.207 , 1.240 ,,
7/12/2018 6:00,7.079, 0.255 , 0.210 , 1.283 ,,
7/12/2018 6:10,7.079, 0.252 , 0.208 , 1.254 ,,
7/12/2018 6:20,6.978, 0.251 , 0.207 , 1.237 ,,
7/12/2018 6:30,6.978, 0.251 , 0.207 , 1.239 ,,
7/12/2018 6:40,6.978, 0.252 , 0.208 , 1.249 ,,
7/12/2018 6:50,6.978, 0.252 , 0.207 , 1.246 ,,
7/12/2018 7:00,6.978, 0.254 , 0.209 , 1.271 ,,
7/12/2018 7:10,6.978, 0.250 , 0.206 , 1.230 ,,
7/12/2018 7:20,6.978, 0.252 , 0.208 , 1.250 ,,
7/12/2018 7:30,6.978, 0.252 , 0.208 , 1.250 ,,
7/12/2018 7:40,6.978, 0.252 , 0.208 , 1.251 ,,
7/12/2018 7:50,6.978, 0.251 , 0.206 , 1.232 ,,
7/12/2018 8:00,7.079, 0.250 , 0.205 , 1.222 ,,
7/12/2018 8:10,7.079, 0.252 , 0.207 , 1.244 ,,
7/12/2018 8:20,7.079, 0.251 , 0.206 , 1.231 ,,
7/12/2018 8:30,7.079, 0.251 , 0.207 , 1.241 ,,
7/12/2018 8:40,7.079, 0.251 , 0.207 , 1.243 ,,
7/12/2018 8:50,7.179, 0.250 , 0.206 , 1.225 ,,
7/12/2018 9:00,7.179, 0.249 , 0.205 , 1.217 ,,
7/12/2018 9:10,7.28, 0.253 , 0.209 , 1.261 ,,
7/12/2018 9:20,7.28, 0.253 , 0.208 , 1.258 ,,
7/12/2018 9:30,7.28, 0.251 , 0.207 , 1.243 ,,
7/12/2018 9:40,7.28, 0.251 , 0.207 , 1.243 ,,
7/12/2018 9:50,7.381, 0.253 , 0.209 , 1.264 ,,
7/12/2018 10:00,7.381, 0.252 , 0.208 , 1.250 ,,
7/12/2018 10:10,7.481, 0.253 , 0.208 , 1.258 ,,
7/12/2018 10:20,7.481, 0.254 , 0.209 , 1.268 ,,
7/12/2018 10:30,7.481, 0.254 , 0.209 , 1.268 ,,
7/12/2018 10:40,7.582, 0.254 , 0.209 , 1.270 ,,
7/12/2018 10:50,7.682, 0.253 , 0.208 , 1.259 ,,
7/12/2018 11:00,7.782, 0.254 , 0.209 , 1.272 ,,
7/12/2018 11:10,7.782, 0.255 , 0.211 , 1.289 ,,
7/12/2018 11:20,7.882, 0.255 , 0.211 , 1.292 ,,
7/12/2018 11:30,7.882, 0.255 , 0.211 , 1.291 ,,
7/12/2018 11:40,7.882, 0.257 , 0.213 , 1.316 ,,
7/12/2018 11:50,7.882, 0.257 , 0.213 , 1.314 ,,
7/12/2018 12:00,7.983, 0.257 , 0.212 , 1.310 ,,
7/12/2018 12:10,8.082, 0.256 , 0.211 , 1.296 ,,
7/12/2018 12:20,8.082, 0.255 , 0.210 , 1.284 ,,
7/12/2018 12:30,8.182, 0.255 , 0.211 , 1.289 ,,
7/12/2018 12:40,8.082, 0.257 , 0.212 , 1.306 ,,
7/12/2018 12:50,8.082, 0.256 , 0.212 , 1.299 ,,
7/12/2018 13:00,8.182, 0.257 , 0.213 , 1.317 ,,
7/12/2018 13:10,8.182, 0.255 , 0.211 , 1.289 ,,
7/12/2018 13:20,8.382, 0.258 , 0.213 , 1.321 ,,
7/12/2018 13:30,8.481, 0.256 , 0.212 , 1.300 ,,
7/12/2018 13:40,8.581, 0.257 , 0.212 , 1.310 ,,
7/12/2018 13:50,8.581, 0.255 , 0.211 , 1.293 ,,
7/12/2018 14:00,8.581, 0.256 , 0.211 , 1.295 ,,
7/12/2018 14:10,8.68, 0.256 , 0.212 , 1.304 ,,
7/12/2018 14:20,8.68, 0.255 , 0.210 , 1.283 ,,
7/12/2018 14:30,8.779, 0.255 , 0.211 , 1.292 ,,
7/12/2018 14:40,8.779, 0.256 , 0.212 , 1.299 ,,
7/12/2018 14:50,8.779, 0.256 , 0.212 , 1.301 ,,
7/12/2018 15:00,8.779, 0.256 , 0.212 , 1.304 ,,
7/12/2018 15:10,8.68, 0.258 , 0.213 , 1.322 ,,
7/12/2018 15:20,8.779, 0.258 , 0.213 , 1.324 ,,
7/12/2018 15:30,8.779, 0.256 , 0.211 , 1.295 ,,
7/12/2018 15:40,8.779, 0.257 , 0.213 , 1.312 ,,
7/12/2018 15:50,8.978, 0.258 , 0.213 , 1.324 ,,
7/12/2018 16:00,9.077, 0.257 , 0.212 , 1.308 ,,
7/12/2018 16:10,9.275, 0.256 , 0.212 , 1.304 ,,
7/12/2018 16:20,9.472, 0.261 , 0.216 , 1.360 ,,
7/12/2018 16:30,9.472, 0.262 , 0.217 , 1.372 ,,
7/12/2018 16:40,9.472, 0.261 , 0.216 , 1.360 ,,
7/12/2018 16:50,9.472, 0.261 , 0.217 , 1.366 ,,
7/12/2018 17:00,9.571, 0.262 , 0.218 , 1.383 ,,
7/12/2018 17:10,9.669, 0.261 , 0.217 , 1.367 ,,
7/12/2018 17:20,9.669, 0.260 , 0.215 , 1.349 ,,
7/12/2018 17:30,9.768, 0.262 , 0.218 , 1.379 ,,
7/12/2018 17:40,9.768, 0.263 , 0.219 , 1.393 ,,
7/12/2018 17:50,9.768, 0.263 , 0.218 , 1.389 ,,
7/12/2018 18:00,9.768, 0.262 , 0.218 , 1.378 ,,
7/12/2018 18:10,9.768, 0.264 , 0.219 , 1.401 ,,
7/12/2018 18:20,9.866, 0.264 , 0.220 , 1.410 ,,
7/12/2018 18:30,9.866, 0.262 , 0.218 , 1.383 ,,
7/12/2018 18:40,9.965, 0.263 , 0.218 , 1.390 ,,
7/12/2018 18:50,10.063, 0.265 , 0.221 , 1.425 ,,
7/12/2018 19:00,10.063, 0.267 , 0.222 , 1.440 ,,
7/12/2018 19:10,10.063, 0.267 , 0.223 , 1.452 ,,
7/12/2018 19:20,10.063, 0.266 , 0.222 , 1.435 ,,
7/12/2018 19:30,10.161, 0.269 , 0.224 , 1.469 ,,
7/12/2018 19:40,10.161, 0.268 , 0.223 , 1.454 ,,
7/12/2018 19:50,10.259, 0.271 , 0.227 , 1.509 ,,
7/12/2018 20:00,10.259, 0.272 , 0.227 , 1.512 ,,
7/12/2018 20:10,10.259, 0.275 , 0.231 , 1.563 ,,
7/12/2018 20:20,10.259, 0.278 , 0.233 , 1.601 ,,
7/12/2018 20:30,10.161, 0.278 , 0.233 , 1.597 ,,
7/12/2018 20:40,10.161, 0.281 , 0.236 , 1.640 ,,
7/12/2018 20:50,10.161, 0.279 , 0.235 , 1.616 ,,
7/12/2018 21:00,10.161, 0.283 , 0.239 , 1.677 ,,
7/12/2018 21:10,10.063, 0.284 , 0.239 , 1.686 ,,
7/12/2018 21:20,10.161, 0.286 , 0.241 , 1.716 ,,
7/12/2018 21:30,10.161, 0.287 , 0.243 , 1.742 ,,
7/12/2018 21:40,10.161, 0.286 , 0.242 , 1.727 ,,
7/12/2018 21:50,10.161, 0.288 , 0.244 , 1.760 ,,
7/12/2018 22:00,10.161, 0.289 , 0.245 , 1.776 ,,
7/12/2018 22:10,10.063, 0.291 , 0.247 , 1.799 ,,
7/12/2018 22:20,10.063, 0.294 , 0.249 , 1.841 ,,
7/12/2018 22:30,10.063, 0.294 , 0.249 , 1.843 ,,
7/12/2018 22:40,9.965, 0.293 , 0.249 , 1.838 ,,
7/12/2018 22:50,9.965, 0.295 , 0.251 , 1.863 ,,
7/12/2018 23:00,9.965, 0.296 , 0.252 , 1.887 ,,
7/12/2018 23:10,9.866, 0.298 , 0.253 , 1.906 ,,
7/12/2018 23:20,9.866, 0.297 , 0.253 , 1.904 ,,
7/12/2018 23:30,9.866, 0.299 , 0.254 , 1.926 ,,
7/12/2018 23:40,9.768, 0.298 , 0.254 , 1.921 ,,
7/12/2018 23:50,9.768, 0.300 , 0.255 , 1.941 ,,
7/13/2018 0:00,9.768, 0.298 , 0.254 , 1.916 ,,
7/13/2018 0:10,9.669, 0.299 , 0.254 , 1.925 ,,
7/13/2018 0:20,9.669, 0.301 , 0.257 , 1.961 ,,
7/13/2018 0:30,9.571, 0.300 , 0.256 , 1.954 ,,
7/13/2018 0:40,9.571, 0.300 , 0.256 , 1.947 ,,
7/13/2018 0:50,9.472, 0.301 , 0.256 , 1.956 ,,
7/13/2018 1:00,9.472, 0.299 , 0.254 , 1.925 ,,
7/13/2018 1:10,9.373, 0.302 , 0.258 , 1.978 ,,
7/13/2018 1:20,9.275, 0.300 , 0.256 , 1.944 ,,
7/13/2018 1:30,9.275, 0.302 , 0.258 , 1.979 ,,
7/13/2018 1:40,9.176, 0.301 , 0.257 , 1.964 ,,
7/13/2018 1:50,9.077, 0.301 , 0.257 , 1.971 ,,
7/13/2018 2:00,9.077, 0.301 , 0.257 , 1.964 ,,
7/13/2018 2:10,8.978, 0.300 , 0.256 , 1.954 ,,
7/13/2018 2:20,8.879, 0.302 , 0.258 , 1.983 ,,
7/13/2018 2:30,8.779, 0.302 , 0.257 , 1.974 ,,
7/13/2018 2:40,8.68, 0.302 , 0.258 , 1.984 ,,
7/13/2018 2:50,8.581, 0.304 , 0.259 , 2.010 ,,
7/13/2018 3:00,8.581, 0.303 , 0.259 , 2.000 ,,
7/13/2018 3:10,8.481, 0.306 , 0.262 , 2.050 ,,
7/13/2018 3:20,8.382, 0.307 , 0.262 , 2.058 ,,
7/13/2018 3:30,8.282, 0.306 , 0.261 , 2.041 ,,
7/13/2018 3:40,8.182, 0.305 , 0.260 , 2.022 ,,
7/13/2018 3:50,8.082, 0.306 , 0.261 , 2.039 ,,
7/13/2018 4:00,7.983, 0.307 , 0.262 , 2.056 ,,
7/13/2018 4:10,7.882, 0.307 , 0.263 , 2.072 ,,
7/13/2018 4:20,7.882, 0.306 , 0.262 , 2.053 ,,
7/13/2018 4:30,7.782, 0.306 , 0.261 , 2.044 ,,
7/13/2018 4:40,7.682, 0.305 , 0.261 , 2.035 ,,
7/13/2018 4:50,7.582, 0.305 , 0.260 , 2.027 ,,
7/13/2018 5:00,7.582, 0.305 , 0.261 , 2.037 ,,
7/13/2018 5:10,7.481, 0.304 , 0.259 , 2.006 ,,
7/13/2018 5:20,7.381, 0.306 , 0.262 , 2.053 ,,
7/13/2018 5:30,7.381, 0.303 , 0.259 , 1.998 ,,
7/13/2018 5:40,7.28, 0.304 , 0.260 , 2.011 ,,
7/13/2018 5:50,7.28, 0.303 , 0.258 , 1.989 ,,
7/13/2018 6:00,7.179, 0.302 , 0.258 , 1.977 ,,
7/13/2018 6:10,7.179, 0.300 , 0.256 , 1.950 ,,
7/13/2018 6:20,7.179, 0.301 , 0.256 , 1.955 ,,
7/13/2018 6:30,7.179, 0.302 , 0.258 , 1.984 ,,
7/13/2018 6:40,7.179, 0.300 , 0.256 , 1.947 ,,
7/13/2018 6:50,7.179, 0.300 , 0.256 , 1.953 ,,
7/13/2018 7:00,7.179, 0.300 , 0.255 , 1.940 ,,
7/13/2018 7:10,7.179, 0.301 , 0.257 , 1.970 ,,
7/13/2018 7:20,7.179, 0.301 , 0.257 , 1.962 ,,
7/13/2018 7:30,7.179, 0.300 , 0.255 , 1.938 ,,
7/13/2018 7:40,7.179, 0.299 , 0.255 , 1.935 ,,
7/13/2018 7:50,7.179, 0.300 , 0.256 , 1.952 ,,
7/13/2018 8:00,7.179, 0.300 , 0.256 , 1.945 ,,
7/13/2018 8:10,7.28, 0.301 , 0.257 , 1.964 ,,
7/13/2018 8:20,7.28, 0.301 , 0.257 , 1.965 ,,
7/13/2018 8:30,7.381, 0.302 , 0.257 , 1.974 ,,
7/13/2018 8:40,7.381, 0.302 , 0.258 , 1.977 ,,
7/13/2018 8:50,7.381, 0.302 , 0.258 , 1.977 ,,
7/13/2018 9:00,7.481, 0.298 , 0.254 , 1.920 ,,
7/13/2018 9:10,7.481, 0.300 , 0.255 , 1.942 ,,
7/13/2018 9:20,7.582, 0.300 , 0.255 , 1.942 ,,
7/13/2018 9:30,7.682, 0.301 , 0.257 , 1.962 ,,
7/13/2018 9:40,7.682, 0.299 , 0.255 , 1.928 ,,
7/13/2018 9:50,7.782, 0.300 , 0.256 , 1.947 ,,
7/13/2018 10:00,7.882, 0.298 , 0.254 , 1.918 ,,
7/13/2018 10:10,7.983, 0.299 , 0.255 , 1.937 ,,
7/13/2018 10:20,7.983, 0.300 , 0.255 , 1.942 ,,
7/13/2018 10:30,8.082, 0.298 , 0.254 , 1.915 ,,
7/13/2018 10:40,8.182, 0.299 , 0.255 , 1.935 ,,
7/13/2018 10:50,8.282, 0.299 , 0.254 , 1.922 ,,
7/13/2018 11:00,8.481, 0.299 , 0.254 , 1.923 ,,
7/13/2018 11:10,8.581, 0.297 , 0.253 , 1.900 ,,
7/13/2018 11:20,8.68, 0.296 , 0.252 , 1.889 ,,
7/13/2018 11:30,8.779, 0.297 , 0.253 , 1.899 ,,
7/13/2018 11:40,8.978, 0.297 , 0.253 , 1.902 ,,
7/13/2018 11:50,9.077, 0.297 , 0.253 , 1.900 ,,
7/13/2018 12:00,9.176, 0.297 , 0.252 , 1.894 ,,
7/13/2018 12:10,9.275, 0.298 , 0.254 , 1.915 ,,
7/13/2018 12:20,9.275, 0.296 , 0.252 , 1.887 ,,
7/13/2018 12:30,9.472, 0.295 , 0.251 , 1.864 ,,
7/13/2018 12:40,9.669, 0.296 , 0.251 , 1.876 ,,
7/13/2018 12:50,9.768, 0.299 , 0.255 , 1.936 ,,
7/13/2018 13:00,9.965, 0.295 , 0.251 , 1.864 ,,
7/13/2018 13:10,10.161, 0.297 , 0.252 , 1.892 ,,
7/13/2018 13:20,10.259, 0.296 , 0.252 , 1.887 ,,
7/13/2018 13:30,10.357, 0.294 , 0.249 , 1.843 ,,
7/13/2018 13:40,10.553, 0.296 , 0.252 , 1.883 ,,
7/13/2018 13:50,10.553, 0.296 , 0.252 , 1.881 ,,
7/13/2018 14:00,10.651, 0.293 , 0.249 , 1.838 ,,
7/13/2018 14:10,10.651, 0.298 , 0.253 , 1.908 ,,
7/13/2018 14:20,10.748, 0.298 , 0.254 , 1.913 ,,
7/13/2018 14:30,10.748, 0.299 , 0.255 , 1.928 ,,
7/13/2018 14:40,10.944, 0.299 , 0.254 , 1.924 ,,
7/13/2018 14:50,11.041, 0.299 , 0.255 , 1.928 ,,
7/13/2018 15:00,11.139, 0.295 , 0.251 , 1.868 ,,
7/13/2018 15:10,11.139, 0.295 , 0.251 , 1.865 ,,
7/13/2018 15:20,11.139, 0.297 , 0.253 , 1.904 ,,
7/13/2018 15:30,11.334, 0.295 , 0.250 , 1.862 ,,
7/13/2018 15:40,11.431, 0.296 , 0.251 , 1.873 ,,
7/13/2018 15:50,11.528, 0.296 , 0.252 , 1.880 ,,
7/13/2018 16:00,11.625, 0.295 , 0.250 , 1.860 ,,
7/13/2018 16:10,11.722, 0.294 , 0.249 , 1.842 ,,
7/13/2018 16:20,11.819, 0.294 , 0.249 , 1.841 ,,
7/13/2018 16:30,11.916, 0.294 , 0.249 , 1.844 ,,
7/13/2018 16:40,11.916, 0.294 , 0.249 , 1.845 ,,
7/13/2018 16:50,12.013, 0.292 , 0.248 , 1.823 ,,
7/13/2018 17:00,12.11, 0.296 , 0.252 , 1.887 ,,
7/13/2018 17:10,12.11, 0.294 , 0.250 , 1.852 ,,
7/13/2018 17:20,12.207, 0.294 , 0.249 , 1.841 ,,
7/13/2018 17:30,12.304, 0.294 , 0.250 , 1.849 ,,
7/13/2018 17:40,12.401, 0.292 , 0.248 , 1.817 ,,
7/13/2018 17:50,12.497, 0.292 , 0.247 , 1.813 ,,
7/13/2018 18:00,12.594, 0.293 , 0.248 , 1.828 ,,
7/13/2018 18:10,12.69, 0.294 , 0.249 , 1.843 ,,
7/13/2018 18:20,12.787, 0.295 , 0.251 , 1.864 ,,
7/13/2018 18:30,12.787, 0.294 , 0.250 , 1.851 ,,
7/13/2018 18:40,12.883, 0.293 , 0.249 , 1.833 ,,
7/13/2018 18:50,12.883, 0.292 , 0.247 , 1.814 ,,
7/13/2018 19:00,12.883, 0.293 , 0.248 , 1.826 ,,
7/13/2018 19:10,12.883, 0.295 , 0.251 , 1.869 ,,
7/13/2018 19:20,12.883, 0.292 , 0.248 , 1.817 ,,
7/13/2018 19:30,12.787, 0.292 , 0.248 , 1.823 ,,
7/13/2018 19:40,12.787, 0.293 , 0.249 , 1.839 ,,
7/13/2018 19:50,12.787, 0.293 , 0.249 , 1.835 ,,
7/13/2018 20:00,12.787, 0.290 , 0.246 , 1.793 ,,
7/13/2018 20:10,12.787, 0.293 , 0.249 , 1.831 ,,
7/13/2018 20:20,12.787, 0.292 , 0.247 , 1.810 ,,
7/13/2018 20:30,12.787, 0.292 , 0.247 , 1.812 ,,
7/13/2018 20:40,12.69, 0.292 , 0.247 , 1.813 ,,
7/13/2018 20:50,12.69, 0.293 , 0.249 , 1.831 ,,
7/13/2018 21:00,12.69, 0.291 , 0.247 , 1.805 ,,
7/13/2018 21:10,12.69, 0.291 , 0.246 , 1.796 ,,
7/13/2018 21:20,12.594, 0.291 , 0.247 , 1.802 ,,
7/13/2018 21:30,12.594, 0.291 , 0.246 , 1.794 ,,
7/13/2018 21:40,12.497, 0.293 , 0.248 , 1.828 ,,
7/13/2018 21:50,12.497, 0.289 , 0.245 , 1.772 ,,
7/13/2018 22:00,12.401, 0.291 , 0.247 , 1.807 ,,
7/13/2018 22:10,12.401, 0.290 , 0.245 , 1.783 ,,
7/13/2018 22:20,12.304, 0.290 , 0.245 , 1.783 ,,
7/13/2018 22:30,12.207, 0.291 , 0.247 , 1.805 ,,
7/13/2018 22:40,12.207, 0.292 , 0.247 , 1.812 ,,
7/13/2018 22:50,12.11, 0.291 , 0.247 , 1.805 ,,
7/13/2018 23:00,12.013, 0.291 , 0.246 , 1.795 ,,
7/13/2018 23:10,11.916, 0.290 , 0.245 , 1.781 ,,
7/13/2018 23:20,11.916, 0.291 , 0.247 , 1.803 ,,
7/13/2018 23:30,11.819, 0.291 , 0.247 , 1.800 ,,
7/13/2018 23:40,11.722, 0.288 , 0.244 , 1.755 ,,
7/13/2018 23:50,11.625, 0.290 , 0.246 , 1.790 ,,
7/14/2018 0:00,11.528, 0.290 , 0.246 , 1.784 ,,
7/14/2018 0:10,11.528, 0.290 , 0.246 , 1.784 ,,
7/14/2018 0:20,11.431, 0.288 , 0.244 , 1.752 ,,
7/14/2018 0:30,11.334, 0.289 , 0.244 , 1.766 ,,
7/14/2018 0:40,11.236, 0.290 , 0.245 , 1.782 ,,
7/14/2018 0:50,11.139, 0.289 , 0.245 , 1.771 ,,
7/14/2018 1:00,11.041, 0.290 , 0.245 , 1.781 ,,
7/14/2018 1:10,10.944, 0.290 , 0.246 , 1.785 ,,
7/14/2018 1:20,10.944, 0.288 , 0.244 , 1.757 ,,
7/14/2018 1:30,10.846, 0.288 , 0.243 , 1.752 ,,
7/14/2018 1:40,10.748, 0.286 , 0.242 , 1.728 ,,
7/14/2018 1:50,10.651, 0.289 , 0.244 , 1.766 ,,
7/14/2018 2:00,10.553, 0.289 , 0.244 , 1.765 ,,
7/14/2018 2:10,10.455, 0.288 , 0.244 , 1.753 ,,
7/14/2018 2:20,10.357, 0.287 , 0.243 , 1.744 ,,
7/14/2018 2:30,10.259, 0.286 , 0.241 , 1.720 ,,
7/14/2018 2:40,10.161, 0.285 , 0.241 , 1.706 ,,
7/14/2018 2:50,10.063, 0.286 , 0.242 , 1.722 ,,
7/14/2018 3:00,10.063, 0.284 , 0.240 , 1.697 ,,
7/14/2018 3:10,9.965, 0.287 , 0.242 , 1.731 ,,
7/14/2018 3:20,9.866, 0.284 , 0.239 , 1.686 ,,
7/14/2018 3:30,9.768, 0.286 , 0.242 , 1.723 ,,
7/14/2018 3:40,9.768, 0.285 , 0.241 , 1.706 ,,
7/14/2018 3:50,9.669, 0.284 , 0.240 , 1.700 ,,
7/14/2018 4:00,9.669, 0.284 , 0.239 , 1.691 ,,
7/14/2018 4:10,9.571, 0.282 , 0.238 , 1.663 ,,
7/14/2018 4:20,9.571, 0.282 , 0.238 , 1.669 ,,
7/14/2018 4:30,9.472, 0.283 , 0.239 , 1.681 ,,
7/14/2018 4:40,9.472, 0.282 , 0.237 , 1.657 ,,
7/14/2018 4:50,9.373, 0.282 , 0.238 , 1.664 ,,
7/14/2018 5:00,9.373, 0.281 , 0.236 , 1.643 ,,
7/14/2018 5:10,9.373, 0.282 , 0.238 , 1.663 ,,
7/14/2018 5:20,9.373, 0.283 , 0.238 , 1.675 ,,
7/14/2018 5:30,9.275, 0.281 , 0.236 , 1.642 ,,
7/14/2018 5:40,9.275, 0.281 , 0.237 , 1.649 ,,
7/14/2018 5:50,9.176, 0.282 , 0.237 , 1.658 ,,
7/14/2018 6:00,9.176, 0.281 , 0.236 , 1.642 ,,
7/14/2018 6:10,9.077, 0.281 , 0.236 , 1.643 ,,
7/14/2018 6:20,9.077, 0.280 , 0.235 , 1.629 ,,
7/14/2018 6:30,8.978, 0.278 , 0.234 , 1.610 ,,
7/14/2018 6:40,8.978, 0.280 , 0.235 , 1.626 ,,
7/14/2018 6:50,8.879, 0.278 , 0.234 , 1.604 ,,
7/14/2018 7:00,8.879, 0.282 , 0.237 , 1.655 ,,
7/14/2018 7:10,8.879, 0.281 , 0.237 , 1.649 ,,
7/14/2018 7:20,8.779, 0.280 , 0.236 , 1.635 ,,
7/14/2018 7:30,8.779, 0.278 , 0.234 , 1.605 ,,
7/14/2018 7:40,8.779, 0.280 , 0.235 , 1.629 ,,
7/14/2018 7:50,8.779, 0.279 , 0.234 , 1.613 ,,
7/14/2018 8:00,8.68, 0.277 , 0.232 , 1.583 ,,
7/14/2018 8:10,8.68, 0.279 , 0.234 , 1.611 ,,
7/14/2018 8:20,8.68, 0.276 , 0.232 , 1.577 ,,
7/14/2018 8:30,8.68, 0.276 , 0.232 , 1.578 ,,
7/14/2018 8:40,8.68, 0.276 , 0.232 , 1.572 ,,
7/14/2018 8:50,8.779, 0.278 , 0.233 , 1.596 ,,
7/14/2018 9:00,8.879, 0.275 , 0.231 , 1.559 ,,
7/14/2018 9:10,8.978, 0.276 , 0.232 , 1.578 ,,
7/14/2018 9:20,8.978, 0.274 , 0.230 , 1.552 ,,
7/14/2018 9:30,8.978, 0.275 , 0.231 , 1.559 ,,
7/14/2018 9:40,8.978, 0.276 , 0.232 , 1.580 ,,
7/14/2018 9:50,8.978, 0.276 , 0.232 , 1.573 ,,
7/14/2018 10:00,9.077, 0.274 , 0.229 , 1.542 ,,
7/14/2018 10:10,9.176, 0.275 , 0.231 , 1.562 ,,
7/14/2018 10:20,9.275, 0.274 , 0.230 , 1.545 ,,
7/14/2018 10:30,9.373, 0.274 , 0.229 , 1.539 ,,
7/14/2018 10:40,9.373, 0.273 , 0.229 , 1.534 ,,
7/14/2018 10:50,9.571, 0.276 , 0.231 , 1.570 ,,
7/14/2018 11:00,9.669, 0.273 , 0.229 , 1.535 ,,
7/14/2018 11:10,9.768, 0.273 , 0.229 , 1.535 ,,
7/14/2018 11:20,9.965, 0.274 , 0.229 , 1.542 ,,
7/14/2018 11:30,9.965, 0.272 , 0.227 , 1.510 ,,
7/14/2018 11:40,10.063, 0.273 , 0.229 , 1.538 ,,
7/14/2018 11:50,10.063, 0.273 , 0.229 , 1.533 ,,
7/14/2018 12:00,10.161, 0.272 , 0.227 , 1.511 ,,
7/14/2018 12:10,10.259, 0.274 , 0.230 , 1.551 ,,
7/14/2018 12:20,10.357, 0.275 , 0.231 , 1.561 ,,
7/14/2018 12:30,10.357, 0.274 , 0.230 , 1.549 ,,
7/14/2018 12:40,10.455, 0.274 , 0.230 , 1.548 ,,
7/14/2018 12:50,10.651, 0.274 , 0.229 , 1.539 ,,
7/14/2018 13:00,10.748, 0.272 , 0.227 , 1.515 ,,
7/14/2018 13:10,10.846, 0.273 , 0.228 , 1.528 ,,
7/14/2018 13:20,10.944, 0.272 , 0.228 , 1.520 ,,
7/14/2018 13:30,10.944, 0.272 , 0.228 , 1.522 ,,
7/14/2018 13:40,10.944, 0.274 , 0.230 , 1.548 ,,
7/14/2018 13:50,10.944, 0.273 , 0.229 , 1.532 ,,
7/14/2018 14:00,10.944, 0.273 , 0.229 , 1.531 ,,
7/14/2018 14:10,10.846, 0.276 , 0.232 , 1.575 ,,
7/14/2018 14:20,10.846, 0.276 , 0.232 , 1.573 ,,
7/14/2018 14:30,10.846, 0.275 , 0.231 , 1.566 ,,
7/14/2018 14:40,10.748, 0.277 , 0.233 , 1.588 ,,
7/14/2018 14:50,10.748, 0.276 , 0.231 , 1.567 ,,
7/14/2018 15:00,10.651, 0.276 , 0.231 , 1.569 ,,
7/14/2018 15:10,10.651, 0.274 , 0.229 , 1.542 ,,
7/14/2018 15:20,10.651, 0.275 , 0.231 , 1.564 ,,
7/14/2018 15:30,10.748, 0.273 , 0.229 , 1.532 ,,
7/14/2018 15:40,10.748, 0.272 , 0.228 , 1.522 ,,
7/14/2018 15:50,10.846, 0.272 , 0.228 , 1.517 ,,
7/14/2018 16:00,10.846, 0.270 , 0.225 , 1.482 ,,
7/14/2018 16:10,10.846, 0.270 , 0.226 , 1.494 ,,
7/14/2018 16:20,10.748, 0.271 , 0.227 , 1.507 ,,
7/14/2018 16:30,10.748, 0.271 , 0.227 , 1.506 ,,
7/14/2018 16:40,10.651, 0.274 , 0.229 , 1.539 ,,
7/14/2018 16:50,10.651, 0.274 , 0.230 , 1.544 ,,
7/14/2018 17:00,10.651, 0.275 , 0.230 , 1.555 ,,
